title|title(eng)|year|img|score(bl)|score(user)|type|theme|mechanism|bggcode|minplayer|maxplayer|time|mintime|maxtime|age|difficulty
마블 챔피언스: 카드 게임 - 퀵실버 히어로 팩|Marvel Champions: The Card Game|2021|https://boardlife.co.kr/wys2/swf_upload/2022/03/12/1647063073657290.jpg|0.000|0.00|커스터마이징|카드 게임,수집형 게임,만화 / 연재물|협동 게임,덱 구성,핸드 관리,시나리오 / 미션 / 캠페인 게임,1인용 게임,가변적 플레이어 능력,가변적 준비|285774|1|4|90|45|90|14|2.8925
퀵 앤드 언데드|The Quick and the Undead|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/19/1603044453-164354.jpg|0.000|0.00|전쟁|미국 서부,좀비|지역 과반수/영향력,행운을 빕니다,비밀 유닛 배치,동시 동작 선택,1인용 게임,치고받기,근로자 배치|286534|1|6|60|45|60|8|2
마스터 오브 나이트|Masters of the Night|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/24/1603541141-465916.png|0.000|0.00|전쟁|공포|액션 포인트,협동 게임,모듈형 게임판,가변적 플레이어 능력|288385|1|5|120|60|120|13|2.5833
스티지언 소사이어티: 저주받은 도서관|The Stygian Society: The Cursed Library|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/19/1603042260-410804.jpg|0.000|0.00|전쟁|모험,확장 게임,판타지|협동 게임,기억,가변적 플레이어 능력|265734|1|4|120|60|120|14|0
조로 주사위 게임: 장비 팩#1|The Zorro Dice Game: Equipment Pack #1|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/19/1603042757-854278.png|0.000|0.00|전쟁|확장 게임,카드 게임,주사위|주사위 굴리기|315317|1|8|45|15|45|14|0
롬 & 롤|Rome & Roll|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/19/1603043054-549305.jpg|0.000|0.00|전략|고대,도시 건설,주사위,신화|비공개 제도,주사위 굴리기,다이 아이콘 해상도,선 그리기,오픈 드래프팅,종이와 연필,가변적 플레이어 능력|267009|1|4|90|60|90|14|3.3488
길드 마스터|Guild Master|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/19/1603044126-642342.jpg|0.000|0.00|전략|카드 게임,추리,주사위,판타지,협상|작업 대기열,경매/입찰,뇌물,커맨드 카드,주사위 굴리기,게임 종료 보너스,핸드 관리,수입,시장,협상,죄수의 딜레마,동시 동작 선택,수치 확인 및 해결,치고받기,턴 순서: 역할 순서,가변적 플레이어 능력|256317|2|4|120|60|120|13|2.8889
애니멀케미스트|Animalchemists|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/19/1603043567-140536.png|0.000|0.00|전쟁|카드 게임,퍼즐|핸드 관리,패턴 구축,세트 컬렉션,치고받기|279931|2|5|20|10|20|8|1
영지 프랑스: 게임보드|FIEF France: Gameboard|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/21/1603209555-531781.png|0.000|0.00|전쟁|확장 게임,중세,협상,정치|지역 과반수/영향력,투표|230417|3|6|240|120|240|14|4
타운즈포크 투슬|Townsfolk Tussle|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/21/1603227176-634570.jpg|0.000|0.00|전쟁|주사위,영화 / TV / 라디오 테마|협동 게임,치명타 및 실패,정사각형 그리드,팀 기반 게임|312859|2|5|200|40|200|14|2.5
살아있는 시체들의 밤: 좀비사이드 게임|No Mercy for Monsters|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/23/1603384864-748442.jpg|0.000|0.00|전쟁|어린이 게임,파티 게임|협동 게임,주사위 굴리기|299574|1|6|20|20|0|4|0
프리즈마 아레나|Prisma Arena|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/23/1603384316-786645.jpg|0.000|0.00|전쟁|모험,전투,SF|작업 대기열,영역 이동,구획 이동,가변적 플레이어 능력|277692|2|4|60|30|60|8|2
아포칼립스 로드|Apocalypse Road|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/23/1603385231-456556.jpg|0.000|0.00|테마|전투,레이싱,SF|영역 이동,핸드 관리|218948|2|10|90|60|90|14|2.4286
마블 챔피언스: 카드 게임 - 스칼렛 위치 히어로 팩|Marvel Champions: The Card Game – Scarlet Witch Hero Pack|2020|https://boardlife.co.kr/wys2/swf_upload/2022/04/03/1648915197039872.jpg|0.000|0.00|전략|확장 게임,카드 게임,수집형 게임,만화 / 연재물|협동 게임,핸드 관리,1인용 게임,가변적 플레이어 능력|316695|1|4|90|45|90|14|2.75
7 원더스: 대결 - 네이처 팬메이드 확장|7|2017|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/24/1603479083-566002.png|0.000|0.00|테마|판타지|핸드 관리,세트 컬렉션|53376|2|7|120|120|120|15|3.1053
검은 숲 속으로|Into the Black Forest|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/24/1603480722-637126.jpg|0.000|0.00|전략|동물,카드 게임,판타지|지역 과반수/영향력,핸드 관리|258783|2|4|45|30|45|8|2
글래스고|Glasgow|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/23/1603383840-722569.jpg|0.000|8.01|전략|도시 건설|론델,타일 ​​배치,타임 트랙,가변적 준비|301716|2|2|30|30|30|10|2.0857
노바 에타스|Nova Aetas|2016|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/23/1603381463-930410.png|0.000|0.00|테마|모험,판타지,전투,미니어처,신화,르네상스|액션 포인트,협동 게임,주사위 굴리기,구획 이동,모듈형 게임판,역할 놀이,1인용 게임,스토리텔링,팀 기반 게임,타임 트랙,가변적 플레이어 능력|152172|1|4|45|45|45|12|3.5
하이 프론티어 (3판)|High Frontier (Third Edition)|2017|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/12/11/1607629763-655530.jpg|0.000|0.00|테마|문명,산업 / 제조,SF,우주 탐험|경매/입찰,시뮬레이션,가변적 플레이어 능력|172737|1|5|240|120|240|14|4.7018
워프 엣지: 비렌 침공|Warp's Edge: Viren Invasion|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/24/1603482110-343577.jpg|0.000|0.00|전쟁|확장 게임,SF|Deck, Bag, and Pool Building|321438|1|1|45|30|45|10|3
인더스트리아|Furnace|2021|https://boardlife.co.kr/wys2/swf_upload/2022/02/16/1644948996038594.jpg|0.000|7.31|전략|카드 게임,경제,산업 / 제조,나폴레옹 시대 이후|경매 보상,경매/입찰,경매: 고정 배치,제한된 입찰,다중 입찰 경매,오픈 드래프팅,턴 오더: 프로그레시브,가변적 플레이어 능력,가변적 준비|318084|2|4|60|30|60|12|2.2074
나의 첫 번째 동물 쌓기|My Very First Games: Animal upon Animal|2011|https://boardlife.co.kr/data/boardgame_strategy/2017/01/13/1484253887-26769.gif|0.000|0.00|어린이|액션 / 손재주,동물,어린이 게임,주사위|주사위 굴리기,쌓기와 균형 잡기|111379|1|4|10|10|10|2|1
아노 1800|Anno 1800|2020|https://boardlife.co.kr/wys2/swf_upload/2022/02/13/1644739063529458.jpg|0.000|5.15|전략|카드 게임,도시 건설,산업 / 제조,비디오 게임 테마|게임 종료 보너스,핸드 관리,경주,기술 트리 / 기술 트랙,가변적 준비|311193|2|4|120|120|120|12|3.1695
바드성|Bardsung|2022|https://boardlife.co.kr/wys2/swf_upload/2022/04/03/1648977222124111.png|0.000|0.00|테마|모험,탐험,판타지,전투,미니어처|작업 대기열,작업 검색,캠페인/배틀 카드 주도,협동 게임,치명타 및 실패,덱 구성,주사위 굴리기,이벤트,구획 이동,지도 추가,서사 / 단락 선택,1회용 능력,역할 놀이,1인용 게임,스토리텔링,가변적 플레이어 능력|322524|1|5|90|60|90|14|3.12
왕에게의 청원|To Court the King|2006|https://boardlife.co.kr/wys2/swf_upload/2022/03/31/1648655236999092.jpg|0.000|0.00|가족|주사위,중세|주사위 굴리기,오픈 드래프팅,패턴 구축|21632|2|5|45|45|45|10|1.7313
블루 스카이|Blue Skies|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/11/1602427668-53357.jpg|0.000|0.00|전략|항공 / 비행,경제,영토 건설,운송,여행|지역 과반수/영향력,핸드 관리,투자,정사각형 그리드|309000|2|5|45|45|45|14|2.1
포션 폭발: 프랭클린의 엄격함|Potion Explosion: Franklin Stickler|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/11/1602367120-942553.jpg|0.000|0.00|전쟁|확장 게임,판타지,퍼즐|패턴 인식,세트 컬렉션,치고받기|293363|2|4|45|30|45|8|0
클래시 오브 레이지: 크란의 후계자|Clash of Rage: The Heirs of Kkran|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/25/1603569296-371035.png|0.000|0.00|전쟁|확장 게임,판타지,전쟁 게임|주사위 굴리기,모듈형 게임판,패턴 구축,치고받기|279731|2|5|90|90|90|14|0
캠프 파인탑|Camp Pinetop|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/12/1602428959-964418.png|0.000|0.00|전쟁|모험,동물,카드 게임,여행|지역 과반수/영향력,영역 이동,구획 이동,핸드 관리,오픈 드래프팅,1인용 게임|282246|1|5|75|60|75|8|2.6667
카네기|Carnegie|2020|https://boardlife.co.kr/wys2/swf_upload/2022/02/02/164374088326170.jpg|0.000|8.54|전략|경제,산업 / 제조|작업 검색,영역 이동,연결,게임 종료 보너스,후속 행동,구획 이동,수입,이동 포인트,네트워크 및 경로 구축,자원 소모 이동,1인용 게임,정사각형 그리드,기술 트리 / 기술 트랙,턴 오더: 프로그레시브,가변적 단계 순서,근로자 배치|310873|1|4|180|120|180|12|3.8031
마그네픽스|Magnefix|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/12/1602429243-484271.jpg|0.000|0.00|가족|실시간|패턴 구축|313858|2|4|15|15|15|6|0
마블 챔피언스: 카드 게임 - 레킹 크루 시나리오 팩|Marvel Champions: The Card Game – The Wrecking Crew Scenario Pack|2020|https://boardlife.co.kr/wys2/swf_upload/2022/04/03/1648914376218538.jpg|0.000|7.00|커스터마이징|카드 게임,확장 게임|협동 게임,가변적 플레이어 능력|294306|1|4|90|45|90|14|2.1429
뒤뚱뒤뚱|Waddle|2021|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/11/1602342025-22229.jpg|0.000|0.00|전쟁|동물|패턴 구축,패턴 이동,패턴 인식|315677|2|4|30|30|30|10|0
윈터 킹덤|Winter Kingdom|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/10/1602268676-283935.jpg|0.000|0.00|전략||육각형 구획,모듈형 게임판,가변적 준비|303554|2|4|60|45|60|14|2.6667
다윈의 선택: 이전과 이후|Darwin's Choice: Before and After|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/10/1602257438-791748.jpg|0.000|0.00|테마|확장 게임,동물,카드 게임,교육,환경|지역 과반수/영향력,핸드 관리,모듈형 게임판,치고받기|292875|2|6|120|60|120|10|3
몬스터 익스퍼디션|Monster Expedition|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/10/1602269977-307104.jpg|0.000|0.00|가족|주사위,판타지|주사위 굴리기,게임 종료 보너스,시장,오픈 드래프팅,행운을 빕니다,재굴림과 잠금,1인용 게임,가변적 플레이어 능력|313698|1|4|30|30|30|12|2.0667
슈퍼 판타지 브롤: 자연의 힘|Super Fantasy Brawl: Force of Nature|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/25/1603570288-243150.png|0.000|0.00|전쟁|확장 게임,판타지,미니어처,전쟁 게임|영역 이동,핸드 관리,육각형 구획,팀 기반 게임,가변적 플레이어 능력|322093|2|4|45|30|45|14|2
택시 더비|Taxi Derby|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/25/1603569520-751179.png|0.000|0.00|전략|경제,운송|연결,모듈형 게임판,수령과 배달,지점 이동,행운을 빕니다|284269|1|5|75|45|75|10|2
타이쿤|Tycoon|1986|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/14/1602675478-301811.jpg|0.000|0.00|전쟁|경제,협상|주사위 굴리기,롤 / 스핀 및 이동,세트 컬렉션|29366|2|6|45|45|45|0|1
에테르필즈: 스핑크스 캠페인|Etherfields: Sphinx Campaign|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/14/1602676317-740461.jpg|0.000|0.00|테마|확장 게임|협동 게임|290840|1|4|180|90|180|14|0
레드캡 러커스|Redcap Ruckus|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/16/1602776572-633996.jpg|0.000|0.00|전쟁|액션 / 손재주,판타지|상대 이동,밀기|300931|2|4|20|20|20|10|0
망가카|Mangaka: The Fast & Furious Game of Drawing Comics|2016|https://boardlife.co.kr/data/boardgame_strategy/2017/03/02/1488436238-722680.gif|0.000|0.00|가족|카드 게임,만화 / 연재물,실시간|종이와 연필,스토리텔링|175627|1|8|90|30|90|13|1
덕스 인 토우|Ducks in Tow|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/25/1603568435-619867.jpg|0.000|0.00|가족|동물|영역 이동,모듈형 게임판,패턴 구축,수령과 배달,세트 컬렉션|283641|1|4|60|30|60|10|2.1667
시크릿 오브 로스트 스테이션|Secrets of the Lost Station|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/17/1602870911-369446.jpg|0.000|0.00|전쟁|모험,주사위,판타지,공포,미니어처,SF|액션 포인트,협동 게임,주사위 굴리기,이동 포인트,서사 / 단락 선택,역할 놀이,시나리오 / 미션 / 캠페인 게임,1인용 게임|220341|1|6|240|60|240|14|2.4
베일에 싸인 운명|Veiled Fate|2022|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/17/1602872358-566441.png|0.000|0.00|전쟁|고대,블러핑,추리,미니어처|액션 포인트,추리,핸드 관리|315695|2|8|90|60|90|14|2
언락!: 스타워즈 익스케이프 게임|Star Wars: Unlock!|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/17/1602871832-197508.jpg|0.000|0.00|테마|카드 게임,영화 / TV / 라디오 테마,퍼즐|협동 게임,실시간 경과 후 종료,스토리텔링|312267|1|6|60|60|60|10|1.8667
스콰이어 포 하이어: 미스틱 룬|Squire for Hire: Mystic Runes|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/16/1602775938-919501.png|0.000|0.00|가족|동물,판타지,출력 가능 게임|합쳐서 펼치기,세트 컬렉션,1인용 게임,타일 ​​배치|299908|1|2|25|15|25|12|1.7778
마블 챔피언스: 카드 게임 - 레드 스컬의 부상|Marvel Champions: The Card Game – The Rise of Red Skull|2020|https://boardlife.co.kr/wys2/swf_upload/2022/08/11/166021917298130.png|0.000|0.00|커스터마이징|확장 게임,카드 게임,수집형 게임,만화 / 연재물|협동 게임,핸드 관리,시나리오 / 미션 / 캠페인 게임,1인용 게임,가변적 플레이어 능력|306430|1|4|90|45|90|14|2.75
에테르필즈: 5인 확장|Etherfields: 5th Player Expansion|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/14/1602677016-189603.jpg|0.000|0.00|테마|확장 게임|협동 게임|291130|1|5|180|90|180|14|0
에테르필즈: 장례식의 마녀 캠페인|Etherfields: Funeral Witch Campaign|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/14/1602676871-262487.jpg|0.000|0.00|테마|모험,확장 게임,탐험,판타지,미니어처|협동 게임,구획 이동,모듈형 게임판,역할 놀이,스토리텔링|291131|1|4|180|90|180|14|0
리빙스턴|Livingstone|2009|https://boardlife.co.kr/wys2/swf_upload/2022/04/22/1650558839425618.jpg|0.000|0.00|가족|모험,주사위,탐험|지역 과반수/영향력,주사위 굴리기|40444|2|5|35|35|35|8|2.0183
라빈|Ravine|2017|https://boardlife.co.kr/data/boardgame_strategy_reg/2021/02/04/1612373088-537038.jpg|0.000|0.00|파티|카드 게임,파티 게임|협동 게임,플레이어 탈락,행운을 빕니다,거래|237728|3|6|20|15|20|7|1.1429
히어로즈 오브 마이트 앤 매직3: 보드게임|Heroes of Might & Magic III: The Board Game|2023|https://boardlife.co.kr/wys2/swf_upload/2022/02/05/1644052567055593.png|0.000|0.00|전략|모험,탐험,판타지,비디오 게임 테마|액션 포인트,동맹,지역 과반수/영향력,캠페인/배틀 카드 주도,협동 게임,주사위 굴리기,이벤트,구획 이동,육각형 구획,수입,모듈형 게임판,이동 포인트,플레이어 탈락,시나리오 / 미션 / 캠페인 게임,준협동 게임,1인용 게임,타일 ​​배치,통제 구역|355326|1|3|130|45|130|14|0
이비온: 기사와 숙녀|Ivion: The Knight and The Lady|2021|https://boardlife.co.kr/wys2/swf_upload/2022/02/02/164372810667933.jpg|0.000|0.00|전쟁|카드 게임,확장 게임,판타지,전투|액션 포인트,구획 이동,핸드 관리|344117|2|4|30|15|30|13|0
꼬마 열대어의 모험|Reef Route|2016|https://boardlife.co.kr/wys2/swf_upload/2022/02/24/1645668892936408.jpg|0.000|7.00|어린이|동물,어린이 게임,해상|주사위 굴리기,구획 이동,롤 / 스핀 및 이동|209850|2|4|15|15|15|5|1.4
사이버펑크 무협 판타지(가제)|Alien Puppies: Cyberpunk Deck|2022|https://boardlife.co.kr/img/ImgNoImage1.png|0.000|0.00|전쟁|동물,카드 게임,유머,파티 게임,SF|핸드 관리,맞춰서 내기,플레이어 탈락,치고받기|342368|2|8|30|15|30|14|0
업라이징: 마지막 황제의 저주 - 아크 네메시스 확장|Uprising: Curse of the Last Emperor|2021|https://boardlife.co.kr/wys2/swf_upload/2022/02/01/1643726896774996.jpg|0.000|0.00|전략|문명,주사위,경제,판타지,전쟁 게임|액션 포인트,지역 과반수/영향력,협동 게임,주사위 굴리기,다이 아이콘 해상도,모듈형 게임판,가변적 플레이어 능력|284121|1|4|240|120|240|13|3.7451
3일간의 영광 1805|Three Days of Glory 1805|2021|https://boardlife.co.kr/wys2/swf_upload/2022/04/20/165045718459925.jpg|0.000|0.00|전쟁|나폴레옹 시대,전쟁 게임|치트 뽑기 시스템,주사위 굴리기,육각형 구획,시선,시뮬레이션|337167|2|2|500|100|500|0|3
운석 사이로|Agricola: Through the Seasons|2022|https://boardlife.co.kr/wys2/swf_upload/2022/04/20/1650380445359902.png|0.000|0.00|전략|경제,확장 게임,농사|근로자 배치|38641|1|5|120|120|120|12|3.1029
이니스: 빅 박스|Inis: Big Box|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2021/02/01/1612115266-831503.png|0.000|0.00|전쟁|카드 게임,미니어처,신화|액션 드래프팅,지역 과반수/영향력,영역 이동,핸드 관리,지도 추가,모듈형 게임판,오픈 드래프팅,가변적 단계 순서|321563|2|5|90|60|90|14|3.25
